txnid,payer_id,payee_id,amount,status,respcd,remi_bank,bene_bank,txntimestamp,date
TXN000562,1565,5624,6423.07,SUCCESS,,PNB,HDF,2025-07-01 20:57:53.580274,2025-07-01
TXN000563,5539,4065,2294.4,SUCCESS,,AXB,HDF,2025-02-04 12:13:20.580274,2025-02-04
TXN000564,6788,5277,9253.63,SUCCESS,,HDF,UOB,2024-08-05 20:15:55.580274,2024-08-05
TXN000565,8275,5048,2615.14,SUCCESS,,PNB,BOB,2024-08-29 13:23:43.580274,2024-08-29
TXN000566,9837,4464,1988.46,SUCCESS,,AXB,AXB,2025-04-01 03:06:48.580274,2025-04-01
TXN000567,1530,5089,1478.55,SUCCESS,,AXB,PNB,2024-10-11 00:06:53.580274,2024-10-11
TXN000568,6147,7442,4069.68,SUCCESS,,HDF,HDF,2024-10-13 20:39:51.580274,2024-10-13
TXN000569,2806,9800,1328.6,SUCCESS,,AXB,HDF,2024-08-06 12:57:04.580274,2024-08-06
TXN000570,8276,2495,3454.24,SUCCESS,,UOB,HDF,2025-05-06 05:26:59.580274,2025-05-06
TXN000571,2709,4254,9382.45,SUCCESS,,SBI,PNB,2025-05-10 12:36:42.580274,2025-05-10
TXN000572,4064,9348,8518.41,SUCCESS,,SBI,SBI,2025-02-14 12:23:58.580274,2025-02-14
TXN000573,6071,1159,830.11,SUCCESS,,BOB,UOB,2025-03-19 19:27:52.580274,2025-03-19
TXN000574,5851,8823,487.04,SUCCESS,,HDF,PNB,2024-08-05 04:07:02.580274,2024-08-05
TXN000575,9546,9099,2516.77,SUCCESS,,HDF,HDF,2024-08-11 01:52:10.580274,2024-08-11
TXN000576,7203,2850,5339.5,SUCCESS,,HDF,SBI,2025-01-27 06:07:47.580274,2025-01-27
TXN000577,6235,7435,7164.59,SUCCESS,,BOB,AXB,2025-07-03 22:13:41.580274,2025-07-03
TXN000578,4216,7919,6590.55,SUCCESS,,BOB,PNB,2024-07-30 04:25:18.580274,2024-07-30
TXN000579,5083,7198,6107.52,SUCCESS,,SBI,HDF,2025-03-19 10:14:39.580274,2025-03-19
TXN000580,3663,4117,5450.54,SUCCESS,,AXB,HDF,2025-04-18 01:19:11.580274,2025-04-18
TXN000581,1897,8809,1832.36,SUCCESS,,PNB,HDF,2024-09-17 02:02:20.580274,2024-09-17
TXN000582,5785,8166,6111.54,SUCCESS,,BOB,HDF,2025-04-22 17:32:57.580274,2025-04-22
TXN000583,2949,7404,9831.55,PENDING,,HDF,AXB,2024-08-12 22:02:26.580274,2024-08-12
TXN000584,5159,8442,966.05,SUCCESS,,PNB,UOB,2024-12-15 05:26:20.580274,2024-12-15
TXN000585,3973,3245,5835.09,SUCCESS,,HDF,UOB,2025-05-30 15:17:40.580274,2025-05-30
TXN000586,1571,1726,4360.02,SUCCESS,,HDF,BOB,2025-03-14 11:47:16.580274,2025-03-14
TXN000587,7298,9677,9301.74,SUCCESS,,PNB,SBI,2024-09-03 07:43:45.580274,2024-09-03
TXN000588,3194,9441,4124.38,PENDING,,UOB,SBI,2024-08-25 20:37:51.580274,2024-08-25
TXN000589,8600,6654,8945.0,SUCCESS,,HDF,UOB,2024-11-09 20:17:25.580274,2024-11-09
TXN000590,6344,1737,6812.28,FAILED,1.0,BOB,PNB,2024-11-27 03:07:59.580274,2024-11-27
TXN000591,4087,2350,3882.13,PENDING,,BOB,PNB,2024-12-28 21:31:40.580274,2024-12-28
TXN000592,8464,1813,4868.05,SUCCESS,,SBI,BOB,2025-01-26 13:36:30.580274,2025-01-26
TXN000593,3442,5132,8164.81,SUCCESS,,PNB,UOB,2025-01-28 06:03:34.580274,2025-01-28
TXN000594,6194,7143,4527.88,SUCCESS,,PNB,PNB,2024-11-07 14:52:24.580274,2024-11-07
TXN000595,3810,8464,1630.75,SUCCESS,,BOB,SBI,2025-05-11 23:56:30.580274,2025-05-11
TXN000596,3584,2273,5436.6,SUCCESS,,UOB,PNB,2025-04-20 02:03:42.580274,2025-04-20
TXN000597,2857,2431,6275.33,FAILED,1.0,UOB,BOB,2024-07-28 03:23:36.580274,2024-07-28
TXN000598,8939,2510,9969.23,SUCCESS,,SBI,SBI,2024-10-10 06:45:53.580274,2024-10-10
TXN000599,4078,9438,8379.0,SUCCESS,,HDF,BOB,2025-01-25 19:35:35.580274,2025-01-25
TXN000600,8687,8200,2871.2,SUCCESS,,BOB,HDF,2024-12-19 00:13:01.580274,2024-12-19
TXN000601,8106,8570,9313.59,SUCCESS,,UOB,SBI,2024-08-08 09:03:11.580274,2024-08-08
TXN000602,5341,7986,9118.0,FAILED,1.0,SBI,UOB,2024-09-03 21:22:17.580274,2024-09-03
TXN000603,1280,1192,371.7,SUCCESS,,BOB,PNB,2025-03-01 10:49:50.580274,2025-03-01
TXN000604,9667,6766,9342.87,SUCCESS,,PNB,BOB,2024-12-26 16:44:35.580274,2024-12-26
TXN000605,8575,2325,4027.08,FAILED,1.0,UOB,UOB,2024-11-20 14:11:43.580274,2024-11-20
TXN000606,3593,4900,8989.47,SUCCESS,,UOB,AXB,2025-02-10 18:48:48.580274,2025-02-10
TXN000607,3155,8367,7383.7,FAILED,51.0,BOB,SBI,2025-04-18 17:25:33.580274,2025-04-18
TXN000608,9530,7780,4276.88,SUCCESS,,SBI,AXB,2024-07-17 17:54:30.580274,2024-07-17
TXN000609,1931,5257,9868.24,FAILED,12.0,AXB,HDF,2024-08-08 02:14:39.580274,2024-08-08
TXN000610,4754,1905,274.21,SUCCESS,,HDF,UOB,2025-06-13 04:06:06.580274,2025-06-13
TXN000611,1927,8859,4122.8,SUCCESS,,PNB,AXB,2024-10-02 04:30:00.580274,2024-10-02
TXN000612,1789,2417,4297.04,PENDING,,HDF,HDF,2025-02-10 02:46:04.580274,2025-02-10
TXN000613,7761,3682,797.49,SUCCESS,,HDF,SBI,2025-05-19 13:55:04.580274,2025-05-19
TXN000614,1551,7515,3623.86,SUCCESS,,PNB,SBI,2025-02-10 22:54:03.580274,2025-02-10
TXN000615,2197,3486,1736.48,SUCCESS,,HDF,PNB,2024-10-10 02:09:53.580274,2024-10-10
TXN000616,8878,8815,9782.58,PENDING,,UOB,HDF,2025-06-28 21:06:25.580274,2025-06-28
TXN000617,2595,1569,6478.79,SUCCESS,,SBI,SBI,2024-12-19 23:33:36.580274,2024-12-19
TXN000618,5703,4926,6469.16,SUCCESS,,AXB,UOB,2025-02-20 14:43:01.580274,2025-02-20
TXN000619,7280,7374,1697.41,FAILED,12.0,PNB,UOB,2025-04-24 05:02:30.580274,2025-04-24
TXN000620,3483,3331,5387.29,SUCCESS,,BOB,BOB,2024-08-26 13:43:39.580274,2024-08-26
TXN000621,1568,8428,3215.47,FAILED,51.0,SBI,BOB,2024-08-04 09:27:43.580274,2024-08-04
TXN000622,6930,6126,1959.64,FAILED,12.0,AXB,PNB,2024-08-24 18:59:29.580274,2024-08-24
TXN000623,5280,2271,9592.11,PENDING,,UOB,HDF,2025-05-08 06:01:32.580274,2025-05-08
TXN000624,4907,4699,6661.52,SUCCESS,,BOB,AXB,2025-05-30 07:16:54.580274,2025-05-30
TXN000625,7052,7135,7515.53,FAILED,51.0,PNB,UOB,2024-07-19 13:23:01.580274,2024-07-19
TXN000626,9283,1199,4857.39,FAILED,51.0,SBI,UOB,2024-11-07 11:38:22.580274,2024-11-07
TXN000627,5800,5933,5088.57,SUCCESS,,HDF,AXB,2024-09-03 11:42:17.580274,2024-09-03
TXN000628,6227,3916,3279.36,SUCCESS,,UOB,HDF,2024-08-06 00:49:25.580274,2024-08-06
TXN000629,9173,8754,3771.15,SUCCESS,,HDF,PNB,2025-05-15 16:52:33.580274,2025-05-15
TXN000630,9170,5399,495.13,PENDING,,HDF,AXB,2024-08-24 13:02:19.580274,2024-08-24
TXN000631,3169,2558,1490.14,SUCCESS,,PNB,PNB,2025-04-21 03:02:08.580274,2025-04-21
TXN000632,6729,7585,1580.93,SUCCESS,,UOB,SBI,2025-03-27 08:43:01.580274,2025-03-27
TXN000633,3094,4382,3016.38,SUCCESS,,SBI,SBI,2025-05-03 18:45:49.580274,2025-05-03
TXN000634,2824,2965,9348.45,SUCCESS,,UOB,HDF,2025-06-17 15:36:30.580274,2025-06-17
TXN000635,3302,8137,3870.94,SUCCESS,,BOB,HDF,2025-04-05 13:30:52.580274,2025-04-05
TXN000636,1885,8351,4595.06,SUCCESS,,SBI,PNB,2024-11-26 06:05:01.580274,2024-11-26
TXN000637,8757,1785,9797.51,SUCCESS,,BOB,HDF,2024-08-18 10:07:22.580274,2024-08-18
TXN000638,1558,9744,4573.96,SUCCESS,,PNB,UOB,2024-12-05 23:24:40.580274,2024-12-05
TXN000639,6765,9842,4018.97,SUCCESS,,PNB,BOB,2025-06-11 15:42:00.580274,2025-06-11
TXN000640,1945,7005,5022.6,SUCCESS,,UOB,SBI,2024-11-12 04:46:18.580274,2024-11-12
TXN000641,2725,3932,5949.76,SUCCESS,,SBI,AXB,2025-03-20 04:58:47.580274,2025-03-20
TXN000642,5702,6063,5153.95,SUCCESS,,SBI,HDF,2025-07-11 20:11:03.580274,2025-07-11
TXN000643,5643,5990,2712.67,SUCCESS,,SBI,HDF,2025-02-09 14:13:52.580274,2025-02-09
TXN000644,8392,7225,7663.39,PENDING,,SBI,PNB,2024-08-16 19:29:44.580274,2024-08-16
TXN000645,5367,1426,2120.99,SUCCESS,,UOB,BOB,2024-08-30 23:41:13.580274,2024-08-30
TXN000646,6854,4776,8218.04,SUCCESS,,BOB,UOB,2025-05-24 09:21:10.580274,2025-05-24
TXN000647,9856,8327,4928.58,SUCCESS,,SBI,AXB,2024-10-14 08:15:15.580274,2024-10-14
TXN000648,2499,1057,5818.2,SUCCESS,,BOB,AXB,2025-06-22 18:26:15.580274,2025-06-22
TXN000649,3733,8178,7170.65,SUCCESS,,BOB,UOB,2024-10-27 08:41:07.580274,2024-10-27
TXN000650,8526,5488,9160.84,SUCCESS,,PNB,BOB,2024-09-07 19:14:45.580274,2024-09-07
TXN000651,8520,5161,645.96,FAILED,5.0,BOB,PNB,2025-03-30 03:30:43.580274,2025-03-30
TXN000652,4527,9965,6651.78,SUCCESS,,AXB,BOB,2024-09-24 22:10:33.580274,2024-09-24
TXN000653,2667,4198,2190.76,SUCCESS,,AXB,HDF,2024-10-22 12:01:32.580274,2024-10-22
TXN000654,8549,2052,9339.75,SUCCESS,,BOB,BOB,2025-05-05 01:45:23.580274,2025-05-05
TXN000655,6490,2416,1456.93,SUCCESS,,BOB,PNB,2025-06-28 11:03:05.580274,2025-06-28
TXN000656,8397,6684,9103.76,PENDING,,SBI,AXB,2024-08-01 09:07:22.580274,2024-08-01
TXN000657,2155,1997,4340.7,SUCCESS,,AXB,BOB,2024-10-07 06:23:17.580274,2024-10-07
TXN000658,2754,3575,9925.81,SUCCESS,,HDF,AXB,2025-06-11 14:15:00.580274,2025-06-11
TXN000659,2089,3489,2326.86,SUCCESS,,SBI,BOB,2025-02-12 18:20:03.580274,2025-02-12
TXN000660,1262,1484,9433.88,SUCCESS,,BOB,UOB,2025-06-17 14:12:13.580274,2025-06-17
TXN000661,1374,6192,1993.78,SUCCESS,,SBI,HDF,2025-03-19 13:31:39.580274,2025-03-19
TXN000662,8790,5690,9326.54,FAILED,5.0,PNB,AXB,2025-07-02 18:33:23.580274,2025-07-02
TXN000663,9945,3473,8286.19,SUCCESS,,SBI,AXB,2025-02-26 08:39:23.580274,2025-02-26
TXN000664,7887,1833,6722.69,SUCCESS,,AXB,SBI,2025-06-28 11:24:49.580274,2025-06-28
TXN000665,3371,4833,2671.28,SUCCESS,,BOB,UOB,2024-12-05 02:12:26.580274,2024-12-05
TXN000666,4523,3764,7049.18,SUCCESS,,BOB,AXB,2025-02-01 00:01:30.580274,2025-02-01
TXN000667,2499,8158,6902.07,SUCCESS,,SBI,PNB,2025-03-11 02:22:44.580274,2025-03-11
TXN000668,8731,1749,9153.42,PENDING,,HDF,UOB,2024-11-23 19:26:44.580274,2024-11-23
TXN000669,7530,1460,67.67,FAILED,51.0,PNB,UOB,2025-06-15 22:02:52.580274,2025-06-15
TXN000670,1172,8566,9610.94,FAILED,12.0,UOB,PNB,2024-09-04 19:02:51.580274,2024-09-04
TXN000671,9733,4730,8519.52,FAILED,1.0,PNB,PNB,2025-04-26 02:27:43.580274,2025-04-26
TXN000672,6760,4357,6259.04,SUCCESS,,SBI,HDF,2025-02-14 16:29:29.580274,2025-02-14
TXN000673,6887,1844,7451.12,SUCCESS,,BOB,BOB,2025-01-25 22:54:23.580274,2025-01-25
TXN000674,3070,7995,69.13,FAILED,1.0,SBI,AXB,2024-08-17 14:14:22.580274,2024-08-17
TXN000675,1203,7163,1644.89,SUCCESS,,AXB,UOB,2025-03-18 12:28:16.580274,2025-03-18
TXN000676,5407,3728,6404.25,SUCCESS,,PNB,PNB,2025-07-05 23:48:11.580274,2025-07-05
TXN000677,1207,9289,7504.06,SUCCESS,,SBI,AXB,2024-12-20 18:25:26.580274,2024-12-20
TXN000678,5264,4508,9722.16,PENDING,,AXB,AXB,2024-08-06 17:24:28.580274,2024-08-06
TXN000679,1028,4722,7190.8,PENDING,,HDF,SBI,2025-01-13 00:20:11.580274,2025-01-13
TXN000680,5191,8850,6463.07,SUCCESS,,AXB,AXB,2025-03-20 11:44:05.580274,2025-03-20
TXN000681,5837,4123,8861.49,SUCCESS,,PNB,SBI,2024-09-14 21:30:10.580274,2024-09-14
TXN000682,8725,9380,8049.38,FAILED,51.0,SBI,SBI,2025-02-04 02:55:22.580274,2025-02-04
TXN000683,6481,1449,5670.65,SUCCESS,,UOB,AXB,2024-08-28 06:43:23.580274,2024-08-28
TXN000684,4168,3504,7064.84,SUCCESS,,UOB,AXB,2024-09-07 07:42:20.580274,2024-09-07
TXN000685,1420,4920,4987.44,PENDING,,SBI,AXB,2025-06-10 14:10:37.580274,2025-06-10
TXN000686,8907,2601,3088.45,FAILED,5.0,AXB,BOB,2025-02-19 14:01:57.580274,2025-02-19
TXN000687,7083,2396,2357.16,SUCCESS,,BOB,HDF,2025-04-27 21:53:08.580274,2025-04-27
TXN000688,2503,5318,8710.07,SUCCESS,,PNB,UOB,2024-10-12 18:55:30.580274,2024-10-12
TXN000689,1248,9944,5454.7,PENDING,,HDF,SBI,2024-11-30 07:53:17.580274,2024-11-30
TXN000690,2159,9797,6305.56,SUCCESS,,UOB,SBI,2025-04-05 20:26:37.580274,2025-04-05
TXN000691,3922,7274,3837.09,SUCCESS,,SBI,UOB,2025-06-22 11:58:22.580274,2025-06-22
TXN000692,9852,8642,9911.71,SUCCESS,,BOB,HDF,2025-07-16 13:35:27.580274,2025-07-16
TXN000693,3600,3209,4656.04,FAILED,1.0,PNB,PNB,2024-10-27 23:41:26.580274,2024-10-27
TXN000694,4534,6366,6350.63,SUCCESS,,PNB,SBI,2024-12-08 01:40:25.580274,2024-12-08
TXN000695,5985,8021,6267.92,SUCCESS,,PNB,HDF,2025-05-11 03:10:56.580274,2025-05-11
TXN000696,6624,8986,1099.85,SUCCESS,,HDF,UOB,2025-04-18 06:09:48.580274,2025-04-18
TXN000697,1764,6979,7645.82,SUCCESS,,HDF,AXB,2024-08-30 08:32:54.580274,2024-08-30
TXN000698,8922,7116,7684.06,SUCCESS,,AXB,SBI,2024-09-25 00:51:50.580274,2024-09-25
TXN000699,1280,3058,9860.53,FAILED,12.0,UOB,BOB,2025-05-06 15:14:46.580274,2025-05-06
TXN000700,1766,3273,3619.4,SUCCESS,,PNB,SBI,2025-07-04 03:25:32.580274,2025-07-04
TXN000701,9982,3532,2582.5,SUCCESS,,AXB,AXB,2025-07-01 08:14:48.580274,2025-07-01
TXN000702,1792,7470,496.69,SUCCESS,,AXB,UOB,2025-05-30 09:16:11.580274,2025-05-30
TXN000703,1022,1993,1805.45,SUCCESS,,AXB,UOB,2024-10-19 00:17:34.580274,2024-10-19
TXN000704,7022,1241,2294.11,FAILED,1.0,AXB,HDF,2024-12-20 15:02:03.580274,2024-12-20
TXN000705,1587,3396,1110.29,FAILED,12.0,HDF,BOB,2025-04-19 10:04:42.580274,2025-04-19
TXN000706,1110,1336,3969.28,SUCCESS,,BOB,PNB,2024-11-01 07:38:12.580274,2024-11-01
TXN000707,1306,2410,9094.99,SUCCESS,,BOB,AXB,2025-02-13 10:53:06.580274,2025-02-13
TXN000708,9287,3568,6140.5,SUCCESS,,HDF,HDF,2024-12-13 12:28:45.580274,2024-12-13
TXN000709,2731,8829,896.77,SUCCESS,,AXB,BOB,2024-12-01 11:39:27.580274,2024-12-01
TXN000710,9951,5194,7246.57,SUCCESS,,UOB,AXB,2025-07-10 12:48:06.580274,2025-07-10
TXN000711,9376,7024,8777.57,SUCCESS,,BOB,UOB,2024-07-21 11:27:23.580274,2024-07-21
TXN000712,9407,6866,6655.29,FAILED,51.0,BOB,UOB,2024-12-12 23:51:52.580274,2024-12-12
TXN000713,4998,2428,8844.39,SUCCESS,,PNB,BOB,2025-06-30 20:51:41.580274,2025-06-30
TXN000714,5442,1954,1593.12,SUCCESS,,SBI,PNB,2025-06-03 21:13:24.580274,2025-06-03
TXN000715,1341,1236,9114.34,FAILED,12.0,AXB,SBI,2024-07-28 00:19:28.580274,2024-07-28
TXN000716,3214,4398,9449.75,SUCCESS,,BOB,SBI,2025-01-14 10:51:23.580274,2025-01-14
TXN000717,9943,5389,415.91,PENDING,,SBI,SBI,2024-09-27 07:45:44.580274,2024-09-27
TXN000718,7792,3168,2795.06,SUCCESS,,SBI,PNB,2025-01-14 03:27:59.580274,2025-01-14
TXN000719,6586,5495,3067.18,FAILED,51.0,HDF,SBI,2025-03-17 10:06:44.580274,2025-03-17
TXN000720,6628,6397,2902.84,SUCCESS,,SBI,UOB,2025-04-24 23:37:04.580274,2025-04-24
TXN000721,8716,2851,8286.03,PENDING,,PNB,PNB,2024-09-20 06:18:46.580274,2024-09-20
TXN000722,5180,2890,9486.3,PENDING,,PNB,PNB,2025-02-15 07:05:56.580274,2025-02-15
TXN000723,1992,4336,7307.06,SUCCESS,,HDF,BOB,2024-10-15 13:26:09.580274,2024-10-15
TXN000724,4864,7651,6577.57,SUCCESS,,BOB,BOB,2025-02-19 17:29:23.580274,2025-02-19
TXN000725,6132,7383,7991.3,SUCCESS,,UOB,BOB,2025-05-25 12:48:25.580274,2025-05-25
TXN000726,9608,2955,8696.22,SUCCESS,,HDF,UOB,2024-10-16 22:43:52.580274,2024-10-16
TXN000727,8413,6698,9119.14,SUCCESS,,UOB,SBI,2024-09-04 20:13:55.580274,2024-09-04
TXN000728,6076,8715,5994.23,SUCCESS,,PNB,HDF,2025-03-30 23:58:01.580274,2025-03-30
TXN000729,3054,6443,2828.51,SUCCESS,,AXB,HDF,2025-05-12 05:41:02.580274,2025-05-12
TXN000730,3561,6314,1799.26,SUCCESS,,BOB,BOB,2024-12-03 13:29:24.580274,2024-12-03
TXN000731,3577,9411,1267.21,SUCCESS,,SBI,BOB,2025-06-24 16:23:56.580274,2025-06-24
TXN000732,2590,6356,9117.04,SUCCESS,,SBI,UOB,2025-03-30 18:40:36.580274,2025-03-30
TXN000733,5708,7597,810.64,SUCCESS,,AXB,BOB,2025-02-18 07:31:56.580274,2025-02-18
TXN000734,7281,9092,5189.51,SUCCESS,,BOB,BOB,2025-04-28 09:05:35.580274,2025-04-28
TXN000735,5764,6222,2756.1,SUCCESS,,SBI,PNB,2025-05-28 19:49:26.580274,2025-05-28
TXN000736,2902,6153,579.41,SUCCESS,,SBI,HDF,2025-05-26 15:24:12.580274,2025-05-26
TXN000737,6247,2108,3326.12,SUCCESS,,AXB,BOB,2024-10-20 01:55:13.580274,2024-10-20
TXN000738,4778,9307,6501.4,PENDING,,AXB,SBI,2024-09-27 23:24:47.580274,2024-09-27
TXN000739,3952,1243,5876.16,SUCCESS,,PNB,BOB,2025-05-16 09:27:12.580274,2025-05-16
TXN000740,9084,6912,6097.62,SUCCESS,,HDF,SBI,2025-05-22 23:38:25.580274,2025-05-22
TXN000741,6914,2926,4478.06,PENDING,,BOB,SBI,2025-02-07 15:33:42.580274,2025-02-07
TXN000742,2488,7489,719.68,SUCCESS,,BOB,AXB,2024-12-26 01:20:53.580274,2024-12-26
TXN000743,2869,6124,7463.96,FAILED,5.0,PNB,BOB,2024-10-21 14:25:03.580274,2024-10-21
TXN000744,5575,1636,6441.26,FAILED,5.0,BOB,HDF,2025-06-09 13:43:39.580274,2025-06-09
TXN000745,6016,5536,3273.9,SUCCESS,,BOB,BOB,2024-12-21 06:20:22.580274,2024-12-21
TXN000746,2661,5467,9602.99,SUCCESS,,HDF,SBI,2024-11-22 05:31:01.580274,2024-11-22
TXN000747,8539,9250,1365.62,SUCCESS,,HDF,HDF,2025-05-28 23:31:53.580274,2025-05-28
TXN000748,6902,2809,4640.5,SUCCESS,,UOB,PNB,2024-08-12 04:53:34.580274,2024-08-12
TXN000749,7749,3426,3106.03,SUCCESS,,AXB,SBI,2025-06-17 08:52:37.580274,2025-06-17
TXN000750,7648,7635,8443.89,SUCCESS,,UOB,HDF,2024-11-12 12:54:43.580274,2024-11-12
TXN000751,7160,3868,2988.29,FAILED,51.0,HDF,SBI,2025-01-20 00:09:21.580274,2025-01-20
TXN000752,3854,6589,9934.39,PENDING,,SBI,SBI,2025-06-26 00:16:16.580274,2025-06-26
TXN000753,8163,1871,3910.23,FAILED,12.0,PNB,BOB,2025-06-23 23:00:18.580274,2025-06-23
TXN000754,7885,1998,9456.18,FAILED,5.0,PNB,BOB,2025-04-28 04:51:36.580274,2025-04-28
TXN000755,6682,1521,7761.88,PENDING,,PNB,SBI,2025-01-22 17:31:06.580274,2025-01-22
TXN000756,8956,4653,8788.58,SUCCESS,,SBI,SBI,2024-09-20 01:28:20.580274,2024-09-20
TXN000757,8307,1539,892.13,SUCCESS,,PNB,SBI,2025-02-04 19:55:36.580274,2025-02-04
TXN000758,1892,9740,407.23,SUCCESS,,AXB,PNB,2024-11-16 08:32:07.580274,2024-11-16
TXN000759,8239,8824,9204.29,FAILED,12.0,HDF,HDF,2025-04-19 06:42:03.580274,2025-04-19
TXN000760,7083,3327,9393.72,SUCCESS,,BOB,SBI,2024-12-23 10:15:21.580274,2024-12-23
TXN000761,5934,5955,6314.26,SUCCESS,,PNB,PNB,2024-10-04 14:44:37.580274,2024-10-04
TXN000762,5124,3365,6389.37,SUCCESS,,PNB,UOB,2025-04-16 13:10:04.580274,2025-04-16
TXN000763,8259,6388,6687.83,SUCCESS,,AXB,HDF,2024-09-09 22:47:20.580274,2024-09-09
TXN000764,6558,7717,1980.55,SUCCESS,,BOB,PNB,2025-03-15 01:19:38.580274,2025-03-15
TXN000765,1994,5345,7635.5,PENDING,,BOB,PNB,2025-05-14 14:45:06.580274,2025-05-14
TXN000766,1527,5589,3403.7,SUCCESS,,BOB,BOB,2024-10-13 23:32:17.580274,2024-10-13
TXN000767,1258,5663,8390.15,FAILED,1.0,AXB,PNB,2025-04-07 08:26:58.580274,2025-04-07
TXN000768,5736,1916,8159.42,FAILED,1.0,HDF,HDF,2024-12-29 08:42:29.580274,2024-12-29
TXN000769,7325,8534,6992.32,SUCCESS,,AXB,SBI,2025-02-21 11:37:07.580274,2025-02-21
TXN000770,8772,1371,7436.64,SUCCESS,,PNB,UOB,2025-06-09 22:54:16.580274,2025-06-09
TXN000771,4209,1058,6682.45,PENDING,,BOB,SBI,2025-07-12 10:27:12.580274,2025-07-12
TXN000772,3655,3762,6132.59,SUCCESS,,HDF,BOB,2024-09-01 18:34:18.580274,2024-09-01
TXN000773,2238,6166,7919.15,FAILED,5.0,SBI,PNB,2024-10-13 06:11:47.580274,2024-10-13
TXN000774,3584,5614,9648.93,SUCCESS,,SBI,PNB,2024-10-05 19:38:58.580274,2024-10-05
TXN000775,3333,7738,5205.04,SUCCESS,,HDF,SBI,2025-05-03 11:50:59.580274,2025-05-03
TXN000776,6070,8632,1043.87,SUCCESS,,HDF,PNB,2024-09-23 17:47:10.580274,2024-09-23
TXN000777,5062,9105,7325.3,SUCCESS,,SBI,AXB,2025-01-23 13:39:06.580274,2025-01-23
TXN000778,1184,8165,9651.32,SUCCESS,,SBI,BOB,2024-11-11 05:56:05.580274,2024-11-11
TXN000779,9478,4779,3999.56,SUCCESS,,PNB,SBI,2025-05-04 10:28:54.580274,2025-05-04
TXN000780,9877,9911,6700.99,SUCCESS,,SBI,UOB,2024-12-31 21:20:55.580274,2024-12-31
TXN000781,5085,2492,6794.0,SUCCESS,,PNB,SBI,2025-06-23 17:07:10.580274,2025-06-23
TXN000782,8386,5118,2352.21,SUCCESS,,HDF,AXB,2024-12-09 02:35:52.580274,2024-12-09
TXN000783,2032,5499,3523.43,SUCCESS,,HDF,AXB,2025-02-22 13:01:23.580274,2025-02-22
TXN000784,9881,4832,3861.42,SUCCESS,,BOB,SBI,2024-10-07 10:17:29.580274,2024-10-07
TXN000785,6621,1048,2651.54,SUCCESS,,UOB,BOB,2025-01-12 15:35:12.580274,2025-01-12
TXN000786,3930,2157,7756.6,FAILED,12.0,PNB,UOB,2024-08-04 10:09:38.580274,2024-08-04
TXN000787,5471,1521,1152.23,FAILED,51.0,PNB,SBI,2025-02-20 17:28:10.580274,2025-02-20
TXN000788,3837,7830,8967.21,SUCCESS,,BOB,HDF,2024-10-09 08:49:56.580274,2024-10-09
TXN000789,4723,5207,143.11,SUCCESS,,SBI,SBI,2025-06-12 06:40:33.580274,2025-06-12
TXN000790,8498,9687,122.98,SUCCESS,,HDF,HDF,2024-12-16 18:34:01.580274,2024-12-16
TXN000791,8724,5627,1160.92,SUCCESS,,HDF,BOB,2025-03-14 18:43:34.580274,2025-03-14
TXN000792,7536,2311,9549.4,FAILED,1.0,BOB,SBI,2024-12-01 20:27:53.580274,2024-12-01
TXN000793,8159,9429,5892.39,SUCCESS,,SBI,BOB,2025-06-14 02:28:28.580274,2025-06-14
TXN000794,5006,2104,7548.55,SUCCESS,,UOB,PNB,2025-03-11 16:54:02.580274,2025-03-11
TXN000795,8628,7927,7209.56,SUCCESS,,AXB,HDF,2025-06-03 18:13:12.580274,2025-06-03
TXN000796,5957,5120,4673.56,SUCCESS,,AXB,HDF,2024-12-14 05:03:57.580274,2024-12-14
TXN000797,6057,6331,2758.96,SUCCESS,,AXB,UOB,2025-03-22 19:35:49.580274,2025-03-22
TXN000798,3293,4835,2417.17,SUCCESS,,HDF,AXB,2024-08-22 10:53:35.580274,2024-08-22
TXN000799,3687,2430,7078.31,SUCCESS,,HDF,UOB,2024-12-06 06:24:17.580274,2024-12-06
TXN000800,9165,4605,8096.78,SUCCESS,,UOB,PNB,2025-05-29 13:26:40.580274,2025-05-29
TXN000801,9571,3689,3064.99,SUCCESS,,AXB,HDF,2025-05-28 15:00:06.580274,2025-05-28
TXN000802,5924,4841,9202.45,SUCCESS,,AXB,PNB,2025-04-25 06:30:02.580274,2025-04-25
TXN000803,6713,9776,2917.99,PENDING,,UOB,BOB,2024-10-21 21:07:03.580274,2024-10-21
TXN000804,7807,4324,826.17,SUCCESS,,AXB,HDF,2025-03-08 09:35:52.580274,2025-03-08
TXN000805,9869,5307,5769.89,FAILED,1.0,UOB,HDF,2024-08-02 15:06:25.580274,2024-08-02
TXN000806,1141,6476,3433.26,FAILED,51.0,BOB,BOB,2024-09-04 07:27:19.580274,2024-09-04
TXN000807,2222,9992,9994.32,PENDING,,AXB,UOB,2025-04-22 18:34:58.580274,2025-04-22
TXN000808,2274,1887,5792.14,FAILED,1.0,SBI,HDF,2024-11-08 02:15:03.580274,2024-11-08
TXN000809,5498,5220,5893.8,PENDING,,HDF,AXB,2024-09-30 09:06:46.580274,2024-09-30
TXN000810,2721,8625,716.42,PENDING,,SBI,BOB,2024-08-20 08:13:30.580274,2024-08-20
